"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como usuario quiero crear una nueva Business Unit y crear una reunion","yo como usuario quiero crear una business unit","SUCCESS","2022-02-10T07:55:40.489-05:00[America/Bogota]","0.0","20.14"
